Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
kind ^rb++++=kind
of ^rb"++++=of
adventure ^nn++++=adventure
sports ^nns++++=sports
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
interested ^vbd+++xvbn+=interested
in ^in+strn+++=in?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Extreme ^jj+atrb+++=Extreme
Adventure ^nn++++=Adventure
Course ^rb++++=Course
just ^rb+emph+++=just
south ^np+pl+++=south
of ^in++++=of
town ^nn++++=town
at ^rb++++=at
Fort ^npl++++=Fort
Tuthill ^np+++??+=Tuthill.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
two ^cd++++=two
different ^jj+atrb+++=different
courses ^nns++++=courses
available ^jj++++=available,
, ^zz++++=EXTRAWORD
one ^cd++++=one
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
purely ^rb++splt++=purely
ziplining ^vbg+++xvbgx+=ziplining
and ^cc++++=and
another ^ppls++++=another
that ^cs+sub+++=that
envolves ^vbz+++??+=envolves
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
climbing ^xvbg+++xvbg+=climbing
and ^cc++++=and
obstacles ^nns++++=obstacles
through ^in++++=through
the ^ati++++=the
trees ^nns++++=trees
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
some ^dti++++=some
ziplines ^nns+++??+=ziplines.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
14 ^cd++++=14
is ^vbz+bez+vrb++=is
old ^jj+pred+++=old
enough ^dt++++=enough
for ^in++++=for
the ^ati++++=the
adult ^jj+atrb+++=adult
course ^nn++++=course,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
do ^vb+do+aux++=do
have ^vb+hv+vrb++=have
a ^at++++=a
height ^nn++++=height
restriction ^nn+nom+++=restriction.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
check ^vb++++=check
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="they
they ^pp3a+pp3+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
reach ^vb++++=reach
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
their ^pp$+pp3+++=their
palms ^nns++++=palms
to ^in++++=to
a ^at++++=a
height ^nn++++=height
of ^in++++=of
5 ^zz++++=5
< ^zz++++=<sup>TM</sup>11
sup>tm<11 ^nn+++??+=EXTRAWORD
( ^zz++++=(180
180 ^cd++++=EXTRAWORD
cm ^nnu++++=cm)
) ^zz++++=EXTRAWORD
while ^cs+sub+++=while
keeping ^vbg+++xvbg+=keeping
their ^pp$+pp3+++=their
feet ^nns++++=feet
flat ^nn++++=flat
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
" ^zz++++="
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
this ^dt+dem+++=this
requirement ^nn+nom+++=requirement
because ^cs+cos+++=because
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
ropes ^nns++++=ropes
to ^to++++=to
grab ^vbi++++=grab
onto ^in++++=onto
are ^vb+ber+vrb++=are
tall ^jj+pred+++=tall,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
most ^ql+emph+++=most
kids ^nns++++=kids
are ^vb+ber+vrb++=are
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
reach ^vb++++=reach
that ^cs+sub+++=that
with ^in++++=with
their ^pp$+pp3+++=their
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
yup ^np++++=Yup
you ^pp2+pp2+++=You're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^jj+pred+++=welcome,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
fun ^nn++++=fun!
! ^zz++++=EXTRAWORD
