Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in+strn+++=with?
? ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
you ^pp2+pp2+++=you
prefer ^vb+vprv+++=prefer
paved ^jj+atrb++xvbn+=paved
or ^cc+phrs+++=or
unpaved ^jj+atrb+++=unpaved
trails ^nns++++=trails?
? ^zz++++=EXTRAWORD
Ok ^rb+dspt+++=Ok
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
would ^md+prd+++=would
recommend ^vb+vsua+++=recommend
the ^ati++++=the
trails ^nns++++=trails
at ^in++++=at
Buffalo ^np+++??+=Buffalo
Park ^nn++++=Park.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
at ^in++++=at
the ^ati++++=the
base ^nn++++=base
of ^in++++=of
the ^ati++++=the
mountains ^nns++++=mountains
and ^cc++++=and
has ^vbz+hvz+vrb++=has
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
view ^nn++++=view
the ^ati++++=the
entire ^jjb+atrb+++=entire
time ^nn++++=time.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+vrb++=have
a ^at++++=a
massive ^jj+atrb+++=massive
urban ^jj+atrb+++=urban
trail ^nn++++=trail
system ^nn++++=system
with ^in++++=with
hundreds ^cds++++=hundreds
of ^in++++=of
miles ^nns++++=miles
of ^in++++=of
trails ^nns++++=trails,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
interested ^vpsv++agls+xvbnx+=interested
you ^pp2+pp2+++=you
can ^md+pos+++=can
pick ^vb++++=pick
up ^rp++++=up
a ^at++++=a
map ^nn++++=map
in ^in++++=in
the ^ati++++=the
visitor ^nn++++=Visitor
center ^np++++=Center.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=You're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^nn++++=welcome
