Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
kind ^rb++++=kind
of ^rb"++++=of
tours ^nns++++=tours
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
interested ^vbd+++xvbn+=interested
in ^in++++=in
doing ^xvbg+++xvbg+=doing?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
options ^nns+nom+++=options.
. ^zz++++=EXTRAWORD
Johnny ^np++++=Johnny
Anaya ^np+++??+=Anaya
is ^vbz+bez+vrb++=is
a ^at++++=a
local ^jj+atrb+++=local
historian ^nn++++=historian
who ^whp+rel+subj++=who
does ^vbz+doz+aux++=does
specialized ^vprf+++xvbn+=specialized
tours ^nns++++=tours
for ^in++++=for
visitors ^nns++++=visitors.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
also ^rb++splt++=also
look ^vb++++=look
at ^in+ppvb+++=at
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
the ^ati++++=the
tour ^nn++++=tour
companies ^nns++++=companies
in ^in++++=in
the ^ati++++=the
area ^nn++++=area.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
pull ^vb++++=pull
up ^rp++++=up
their ^pp$+pp3+++=their
names ^nns++++=names.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
All ^abn++++=All
Star ^nn++++=Star
Grand ^jj+atrb+++=Grand
Canyon ^np+++??+=Canyon
Tours ^nns++++=Tours
and ^cc++++=and
Grand ^jj+atrb+++=Grand
Canyon ^np+++??+=Canyon
Adventures ^nns++++=Adventures
are ^vb+ber+vrb++=are
both ^abx++++=both
tour ^nn++++=tour
companies ^nns++++=companies
that ^tht+rel+subj++=that
do ^vb+do+vrb++=do
tours ^nns++++=tours
of ^in++++=of
northern ^np++++=northern
Arizona ^np++++=Arizona
attractions ^nns+nom+++=attractions.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
both ^abx++++=both
have ^vb+hv+vrb++=have
small ^jj+atrb+++=small
vans ^nns++++=vans,
, ^zz++++=EXTRAWORD
around ^rp++++=around
10 ^cd++++=10
passengers ^nns+nom+++=passengers
maximum ^nn++++=maximum
i ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=You're
are ^vb+ber+vrb++=EXTRAWORD
very ^ql+amp+++=very
welcome ^nn++++=welcome.
. ^zz++++=EXTRAWORD
