Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
weekly ^jj+atrb+++=weekly
happenings ^nns++++=happenings
calendar ^nn++++=calendar
inside ^in+pl+++=inside
the ^ati++++=the
Visitor ^np++++=Visitor's
's ^$++++=EXTRAWORD
Center ^np+++??+=Center
on ^in++++=on
the ^ati++++=the
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
also ^rb++++=also
a ^at++++=a
website ^nn++++=website
< ^zz++++=<<link>>
< ^zz++++=EXTRAWORD
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
> ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
music ^nn++++=music
this ^dt+dem+++=this
evening ^nn++++=evening
at ^in++++=at
the ^ati++++=the
Museum ^nn++++=Museum
of ^in++++=of
Northern ^np++++=Northern
Arizona ^np++++=Arizona.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
like ^vb++++=like
the ^ati++++=the
Museum ^nn++++=Museum
Club ^nn++++=Club
on ^in++++=on
Rte ^np+++??+=Rte.
. ^zz++++=EXTRAWORD
66 ^cd++++=66,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
has ^vbz+hvz+vrb++=has
more ^rbr++++=more
of ^in++++=of
a ^at++++=a
line ^nn++++=line
dancing ^xvbg+++xvbg+=dancing
feel ^vb+vprv+++=feel
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
State ^nn++++=State
Bar ^nn++++=Bar
across ^in+pl+++=across
the ^ati++++=the
street ^nn++++=street
has ^vbz+hvz+aux++=has
live ^vb++++=live
music ^nn++++=music
and ^cc++++=and
dancing ^vbg+++xvbg+=dancing
on ^in++++=on
most ^ql+emph+++=most
extended ^vwbn+++xvbn+=extended
weekend ^nn++++=weekend
nights ^nns++++=nights.
. ^zz++++=EXTRAWORD
yes ^uh++++=yes
