Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
two ^cd++++=two
museums ^nns++++=museums
in ^in++++=in
the ^ati++++=the
area ^nn++++=area:
: ^zz++++=EXTRAWORD
The ^ati++++=The
Pioneer ^nn+nom+++=Pioneer
Museum ^nn++++=Museum
is ^vbz+bez+vrb++=is
about ^in++++=about
the ^ati++++=the
founding ^nn++++=founding
of ^in++++=of
Flagstaff ^np+++??+=Flagstaff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Museum ^nn++++=Museum
of ^in++++=of
Northern ^np++++=Northern
Arizona ^np++++=Arizona
focuses ^vbz++++=focuses
on ^in++++=on
Native ^jj+atrb+++=Native
American ^nn+nom+++=American
and ^cc++++=and
geologic ^jj+atrb+++=geologic
history ^nn++++=history.
. ^zz++++=EXTRAWORD
Pioneer ^nn+nom+++=Pioneer
Museum ^nn++++=Museum
has ^vbz+hvz+vrb++=has
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
different ^jj+atrb+++=different
exhibits ^nns++++=exhibits.
. ^zz++++=EXTRAWORD
Upstairs ^jjb++++=Upstairs,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
" ^zz++++="Flagstaff
flagstaff ^nn+++??+=EXTRAWORD
through ^in++++=through
the ^ati++++=the
decades ^nns++++=decades"
" ^zz++++=EXTRAWORD
exhibit ^vb++++=exhibit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
outside ^in+pl+++=outside
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
an ^at++++=an
exhibit ^nn++++=exhibit
of ^in++++=of
pioneer ^nn+nom+++=pioneer
equipment ^nn+nom+++=equipment
from ^in++++=from
the ^ati++++=the
ranchers ^nns+nom+++=ranchers,
, ^zz++++=EXTRAWORD
loggers ^nns+nom+++=loggers,
, ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
also ^rb++++=also
have ^vb+hv+vrb++=have
a ^at++++=a
main ^nn++++=main
exhibit ^vb++++=exhibit
titled ^jj++++=titled
" ^zz++++="Todos
todos ^nns+++??+=EXTRAWORD
Unidos ^np+++??+=Unidos"
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
is ^vbz+bez+aux++=is
an ^at++++=an
exhibit ^vb++++=exhibit
about ^rb++++=about
the ^ati++++=the
hispanic ^jj+atrb+++=hispanic
population ^nn+nom+++=population
and ^cc+cls+++=and
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
affected ^vbd+++xvbnx+=affected
how ^wrb+who+++=how
flagstaff ^np++++=Flagstaff
was ^vbd+bedz+vrb++=was
shaped ^jj+pred+++=shaped
and ^cc++++=and
founded ^vbd+++xvbn+=founded.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^nn++++=welcome
