Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
The ^ati++++=The
restrooms ^nns+++??+=restrooms
in ^in++++=in
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center
are ^vb+ber+vrb++=are
currently ^rb++++=currently
under ^in++++=under
renovation ^nn+nom+++=renovation.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
restaurants ^nns+nom+++=restaurants
( ^zz++++=(like
like ^vb++++=EXTRAWORD
Lumberyard ^np+++??+=Lumberyard
across ^in+pl+++=across
the ^ati++++=the
tracks ^nns++++=tracks)
) ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
accommodating ^vbg+++xvbgx+=accommodating
and ^cc++++=and
will ^md+prd+++=will
let ^vb+++xvbn+=let
you ^pp2+pp2+++=you
use ^vb++++=use
their ^pp$+pp3+++=their
restroom ^nn+++??+=restroom.
. ^zz++++=EXTRAWORD
Brix ^np+++??+=Brix
is ^vbz+bez+vrb++=is
on ^in++++=on
N ^zz++++=N.
. ^zz++++=EXTRAWORD
San ^np++++=San
Francisco ^np++++=Francisco
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
hill ^npl++++=hill
on ^rp++++=on
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
Limited ^j+++xvbn+=Limited.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
a ^ap++++=a
few ^ap"++++=few
spots ^nns++++=spots
on ^in++++=on
Rte ^np+++??+=Rte
66 ^cd++++=66
( ^zz++++=(on
on ^in++++=EXTRAWORD
the ^ati++++=the
North ^np+pl+++=North
Side ^nn++++=Side)
) ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
are ^vb+ber+vrb++=are
free ^jj+pred+++=free
for ^in++++=for
2 ^zz++++=2
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
Parking ^nvbg+++xvbg+=Parking
is ^vbz+bez+vrb++=is
$ ^zz++++=$1
1 ^zz++++=EXTRAWORD
an ^at++++=an
hour ^nn++++=hour
for ^in++++=for
most ^ql+emph+++=most
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
pay ^vb++++=pay
at ^in++++=at
the ^ati++++=the
kiosk ^nn++++=kiosk
with ^in++++=with
credit ^nn++++=credit
card ^nn++++=card
by ^in++++=by
entering ^vbg+++xvbg+=entering
your ^pp$+pp2+++=your
license ^nn++++=license
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
