Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Flagstaff ^np+++??+=Flagstaff
was ^vbd+bedz+aux++=was
officially ^rb++splt++=officially
founded ^vpsv++agls+xvbnx+=founded
in ^in++++=in
1881 ^cd+date+++=1881.
. ^zz++++=EXTRAWORD
Hmm ^np+++??+=Hmm
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
an ^at++++=an
exact ^jj+atrb+++=exact
number ^nn++++=number
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
gets ^vbz++++=gets
about ^in++++=about
91k ^cd++++=91k
visitors ^nns++++=visitors
every ^at++++=every
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
number ^nn++++=number
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
rising ^vbg+++xvbgx+=rising.
. ^zz++++=EXTRAWORD
Flagstaff ^np+++??+=Flagstaff
is ^vbz+bez+vrb++=is
a ^at++++=a
central ^jj+atrb+++=central
hub ^nn++++=hub
for ^in++++=for
Northern ^jj+atrb+++=Northern
Arizona ^np++++=Arizona,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
of ^in++++=of
our ^pp$+pp1+++=our
visitors ^nns++++=visitors
stay ^vb++++=stay
here ^rn+pl+++=here
and ^cc++++=and
do ^vb+do+vrb++=do
day ^nn++++=day
trips ^nns++++=trips
outside ^in+cmpx+++=outside
of ^in"++++=of
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
area ^nn++++=area.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
city ^nn++++=city
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
the ^ati++++=the
Route ^nn++++=Route
66 ^cd++++=66
history ^nn++++=history,
, ^zz++++=EXTRAWORD
Lowell ^np+++??+=Lowell
Observatory ^np+++??+=Observatory
( ^zz++++=(where
where ^wrb+who+++=EXTRAWORD
they ^pp3a+pp3+++=they
discovered ^vbd+vprv++xvbnx+=discovered
Pluto ^np++++=Pluto),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
museums ^nns++++=museums
and ^cc++++=and
national ^jj+atrb+++=national
monuments ^nns+nom+++=monuments,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
our ^pp$+pp1+++=our
year ^nn++++=year-round
- ^zz++++=EXTRAWORD
round ^rp++++=EXTRAWORD
festivals ^nns+nom+++=festivals.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
are ^vb+ber+vrb++=EXTRAWORD
very ^ql+amp+++=very
welcome ^uh++++=welcome
