Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
be ^vb+be+aux++=be
accompanied ^vpsv++by+xvbnx+=accompanied
by ^in++++=by
a ^at++++=a
guide ^nn++++=guide.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
drive ^vb++++=drive
up ^rp++++=up
and ^cc++++=and
get ^vb++++=get
on ^in++++=on
a ^at++++=a
tour ^nn++++=tour
at ^rb++++=at
Lower ^jjr++++=Lower
Antelope ^np+++??+=Antelope
Canyon ^np+++??+=Canyon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
$ ^zz++++=$50.
50 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
Upper ^jjb++++=Upper
Antelope ^np+++??+=Antelope
tours ^nns++++=tours
usually ^rb+down+++=usually
drive ^vb++++=drive
people ^nns++++=people
to ^in++++=to
the ^ati++++=the
location ^nn+nom+++=location
on ^in++++=on
Jeeps ^nns++++=Jeeps.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
entirely ^rb+amp+++=entirely
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
Lower ^jjr++++=Lower
Canyon ^np+++??+=Canyon
is ^vbz+bez+vrb++=is
$ ^zz++++=$10
10 ^cd++++=EXTRAWORD
cheaper ^jjr++++=cheaper,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
more ^ql++++=more
stairs ^nns++++=stairs
involved ^vwbn+++xvbn+=involved,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
might ^md+pos+++=might
be ^vb+be+vrb++=be
tough ^jj+pred+++=tough
for ^in++++=for
the ^ati++++=the
4 ^zz++++=4
year ^nn++++=year
old ^jj++++=old.
. ^zz++++=EXTRAWORD
The ^ati++++=The
back ^rp++++=back
of ^in++++=of
the ^ati++++=the
jeep ^nn++++=jeep
tour ^nn++++=tour
to ^in++++=to
upper ^jjb+atrb+++=upper
antelope ^nn++++=antelope
might ^md+pos+++=might
be ^vb+be+vrb++=be
fun ^nn++++=fun
for ^in++++=for
both ^abx++++=both
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
