Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
kind ^rb++++=kind
of ^rb"++++=of
restaurants ^nns+nom+++=restaurants
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
both ^abx++++=both
interested ^jj+++xvbn+=interested
in ^in+strn+++=in?
? ^zz++++=EXTRAWORD
Ok ^rb+dspt+++=Ok.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
want ^vb++++=want
something ^pn++++=something
a ^rb++++=a
little ^rb"++++=little
more ^ql++++=more
middle ^nn++++=middle/high-end?
One ^cd++++=One
really ^rb+emph+++=really
nice ^jj+atrb+++=nice
traditional ^jj+atrb+++=traditional
Italian ^jj+atrb+++=Italian
pizzaria ^nn+++??+=pizzaria
in ^in++++=in
the ^ati++++=the
downtown ^rn++++=downtown
area ^nn++++=area
is ^vbz+bez+aux++=is
called ^vpsv++agls+xvbnx+=called
Pizzicletta ^np+++??+=Pizzicletta.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
do ^vb+do+vrb++=do
personal ^jj++++=personal-sized
- ^zz++++=EXTRAWORD
sized ^jj+atrb+++=EXTRAWORD
pizzas ^nns+++??+=pizzas
and ^cc++++=and
open ^jj++++=open
at ^in++++=at
3pm ^cd++++=3pm.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
one ^cd++++=one
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
mid ^jjb++++=mid-price
- ^zz++++=EXTRAWORD
price ^nn++++=EXTRAWORD
point ^nn++++=point,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
expensive ^jj++++=expensive.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
also ^rb++++=also
Criollo ^np+++??+=Criollo
Latin ^jj+atrb+++=Latin
Kitchen ^nn++++=Kitchen,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+vrb++=has
a ^at++++=a
great ^jj+atrb+++=great
twist ^nn++++=twist
but ^cc++++=but
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
exactly ^rb++++=exactly
Mexican ^jj+atrb+++=Mexican
food ^nn++++=food,
, ^zz++++=EXTRAWORD
so ^ql++++=so
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=You're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^jj+pred+++=welcome!
! ^zz++++=EXTRAWORD
