Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
closest ^jjt+atrb+++=closest
playground ^nn++++=playground
to ^to++++=to
downtown ^rn++splt++=downtown
is ^vbi+vbi+aux++=is
located ^vbd+++xvbn+=located
at ^in++++=at
Thorpe ^np++++=Thorpe
Park ^nn++++=Park,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
a ^ap++++=a
few ^ap"++++=few
blocks ^nns++++=blocks
away ^rp+pl+++=away
at ^in++++=at
the ^ati++++=the
base ^nn++++=base
of ^in++++=of
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Lowell ^np+++??+=Lowell
Observatory ^np+++??+=Observatory.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
free ^jj++++=free
parking ^jj+++xvbg+=parking
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brand ^nn++++=brand-new
- ^zz++++=EXTRAWORD
new ^jj+atrb+++=EXTRAWORD
play ^nn++++=play
structures ^nns++++=structures.
. ^zz++++=EXTRAWORD
