Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in++++=with
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
interested ^vbd+++xvbn+=interested
in ^in+strn+++=in?
? ^zz++++=EXTRAWORD
History ^nn++++=History,
, ^zz++++=EXTRAWORD
museums ^nns++++=museums,
, ^zz++++=EXTRAWORD
outdoors ^nns+pl+++=outdoors,
, ^zz++++=EXTRAWORD
shopping ^nvbg+++xvbg+=shopping,
, ^zz++++=EXTRAWORD
monuments ^nns+nom+++=monuments,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
two ^cd++++=two
museums ^nns++++=museums
north ^nr+pl+++=north
on ^in++++=on
180 ^cd++++=180
from ^in++++=from
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Pioneer ^nn+nom+++=Pioneer
Museum ^nn++++=Museum,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
about ^in++++=about
the ^ati++++=the
founding ^nn++++=founding
of ^in++++=of
Flagstaff ^np+++??+=Flagstaff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Museum ^nn++++=Museum
of ^in++++=of
Northern ^np++++=Northern
Arizona ^np++++=Arizona,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
focuses ^vbz++++=focuses
on ^in++++=on
native ^jj+atrb+++=native
american ^nn+nom+++=american
and ^cc++++=and
geologic ^jj+atrb+++=geologic
history ^nn++++=history.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
also ^rb++++=also
have ^vb+hv+vrb++=have
three ^cd++++=three
national ^jj+atrb+++=national
monuments ^nns+nom+++=monuments
in ^in++++=in
the ^ati++++=the
area ^nn++++=area.
. ^zz++++=EXTRAWORD
Walnut ^nn++++=Walnut
Canyon ^np+++??+=Canyon
is ^vbz+bez+vrb++=is
15 ^cd++++=15
minutes ^nns++++=minutes
east ^nr+pl+++=east
on ^in++++=on
40 ^cd++++=40,
, ^zz++++=EXTRAWORD
Sunset ^nn++++=Sunset
Crater ^np+++??+=Crater
volcano ^nn++++=volcano
is ^vbz+bez+vrb++=is
30 ^cd++++=30
minutes ^nns++++=minutes
north ^nr+pl+++=north
on ^in++++=on
89 ^cd++++=89,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Wupatki ^np+++??+=Wupatki
pueblo ^nn++++=pueblo
ruins ^nns++++=ruins
are ^vb+ber+vrb++=are
just ^rb+emph+++=just
another ^ppls++++=another
15 ^cd++++=15-20
- ^zz++++=EXTRAWORD
20 ^cd++++=EXTRAWORD
minutes ^nns++++=minutes
after ^in++++=after
the ^ati++++=the
volcano ^nn++++=volcano.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
a ^ap++++=a
few ^ap"++++=few
ruins ^nns++++=ruins
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
largest ^jjt+atrb+++=largest
one ^cd++++=one
had ^vbd+hvd+vrb++=had
about ^in++++=about
100 ^cd++++=100
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
Researchers ^nns+nom++??+=Researchers
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
major ^jj+atrb+++=major
trading ^nn++++=trading
hub ^nn++++=hub,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
there ^ex+pex+++=there
are ^vb+ber+aux++=are
artifacts ^vbz+++??+=artifacts
that ^dt+pdem+++=that
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found
there ^rn+pl+++=there
from ^in++++=from
peoples ^nns++++=peoples
far ^rb+pl+++=far
south ^nr+pl+++=south
of ^in++++=of
us ^pp1o+pp1+++=us
in ^in++++=in
Mexico ^np++++=Mexico.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^nn++++=main
ruin ^vb++++=ruin
does ^vbz+doz+aux++=does
require ^vb+vsua+++=require
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
walking ^xvbg+++xvbg+=walking,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
walking ^nvbg+++xvbg+=walking
is ^vbz+bez+vrb++=is
an ^at++++=an
issue ^nn++++=issue
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
also ^rb++++=also
lookout ^nn++++=lookout
points ^nns++++=points
where ^wrb+who+++=where
you ^pp2+pp2+++=you
can ^md+pos+++=can
sit ^vb++++=sit
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
and ^cc++++=and
see ^vb+vprv+++=see
the ^ati++++=the
ruins ^nns++++=ruins.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trail ^nn++++=trail
makes ^vbz++++=makes
a ^at++++=a
loop ^nn++++=loop
around ^in++++=around
the ^ati++++=the
main ^nn++++=main
ruin ^vb++++=ruin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
paved ^jj+pred+++=paved
and ^cc++++=and
an ^at++++=an
easy ^jj+atrb+++=easy
grade ^nn++++=grade.
. ^zz++++=EXTRAWORD
