Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
options ^nns+nom+++=options.
. ^zz++++=EXTRAWORD
Karma ^np+++??+=Karma
Sushi ^np+++??+=Sushi
is ^vbz+bez+vrb++=is
on ^in++++=on
Route ^nn++++=Route
66 ^cd++++=66
across ^rp+pl+++=across
form ^vb++++=form
the ^ati++++=the
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
and ^cc++++=and
the ^ati++++=the
Lotus ^nn++++=Lotus
Lounge ^nn++++=Lounge
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
north ^nr+pl+++=north
on ^in++++=on
san ^np++++=San
francisco ^np++++=Francisco
st ^npt++++=St.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^nn++++=welcome
