Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help?
? ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
a ^rb++++=a
little ^rb"++++=little
about ^in++++=about
your ^pp$+pp2+++=your
interests ^nns++++=interests.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
you ^pp2+pp2+++=you
like ^in++++=like
hiking ^nn++++=hiking
& ^zz++++=&
outdoor ^jjb+atrb+++=outdoor
activities ^nns+nom+++=activities?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
50 ^cd++++=50
miles ^nns++++=miles
of ^in++++=of
trails ^nns++++=trails
within ^in++++=within
Flagstaff ^np+++??+=Flagstaff
get ^vb++++=get
a ^at++++=a
Flagstaff ^np+++??+=Flagstaff
Urban ^jj+atrb+++=Urban
Trails ^nns++++=Trails
Map ^nn++++=Map
within ^in++++=within
the ^ati++++=the
visitor ^nn++++=visitor's
's ^vbz+bez+vrb++0=EXTRAWORD
center ^jjr++++=center.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
also ^rb++++=also
good ^jj+atrb+++=good
mountain ^nn++++=mountain
biking ^vwbg+++xvbg+=biking
trails ^nns++++=trails
near ^rb++++=near
Ft ^nnu++++=Ft.
. ^zz++++=EXTRAWORD
Tuthill ^np+++??+=Tuthill
County ^npl++++=County
Park ^npl++++=Park
and ^cc++++=and
on ^in++++=on
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
Forest ^nn++++=Forest
Service ^nn++++=Service
trails ^nns++++=trails.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
also ^rb++splt++=also
check ^vb+vprv+++=check
out ^rp+pl+++=out
our ^pp$+pp1+++=our
3 ^zz++++=3
area ^nn++++=area
national ^jj+atrb+++=national
monuments ^nns+nom+++=monuments
Sunset ^nn++++=Sunset
Crater ^np+++??+=Crater,
, ^zz++++=EXTRAWORD
Wupatki ^np+++??+=Wupatki,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Walnut ^nn++++=Walnut
Canyon ^np+++??+=Canyon.
. ^zz++++=EXTRAWORD
Most ^rbt+emph+++=Most
of ^in++++=of
their ^pp$+pp3+++=their
hikes ^nns+++??+=hikes
are ^vb+ber+vrb++=are
shorter ^jjr+pred+++=shorter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nice ^jj+atrb+++=nice
scenery ^nn+nom+++=scenery
and ^cc++++=and
Native ^jj+atrb+++=Native
American ^jj+atrb+++=American
artifacts ^nns+++??+=artifacts.
. ^zz++++=EXTRAWORD
Humphreys ^np+++??+=Humphreys
will ^md+prd+++=will
be ^vb+be+vrb++=be
the ^ati++++=the
most ^ql+emph+++=most
challenging ^jj+++xvbg+=challenging
with ^in++++=with
a ^at++++=a
rewarding ^jj+atrb+++=rewarding
view ^nn++++=view,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
Mt ^np+++??+=Mt.
. ^zz++++=EXTRAWORD
Elden ^np+++??+=Elden.
. ^zz++++=EXTRAWORD
Specific ^jj+atrb+++=Specific
elevation ^nn+nom+++=elevation
gain ^vb++++=gain,
, ^zz++++=EXTRAWORD
mileage ^nn+nom+++=mileage,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.
. ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
within ^in++++=within
the ^ati++++=the
visitor ^nn++++=visitor's
's ^vbz+bez+vrb++0=EXTRAWORD
center ^jjr++++=center.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
sure ^jj++++=sure
to ^to+jcmp+++=to
check ^vbi+vprv+++=check
weather ^nn++++=weather
prior ^rb++++=prior
as ^in++++=as
we ^pp1a+pp1+++=we
frequently ^rb++++=frequently
have ^vb+hv+vrb++=have
thunderstorms ^nns++++=thunderstorms
and ^cc++++=and
lightening ^vbg+++xvbg+=lightening
this ^dt+dem+++=this
time ^nn++++=time
of ^in++++=of
year ^nn++++=year.
. ^zz++++=EXTRAWORD
To ^to++++=To
do ^vbi++++=do
both ^abx++++=both,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
recommend ^vb+vsua+++=recommend
Historic ^jj++++=Historic
Brewing ^jj+++xvbg+=Brewing
on ^in++++=on
San ^np++++=San
Francisco ^np++++=Francisco
or ^cc++++=or
Dark ^jj+atrb+++=Dark
Sky ^nn++++=Sky
Brewing ^vwbg+++xvbg+=Brewing
on ^in++++=on
Beaver ^np+++??+=Beaver
St ^npt++++=St.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
large ^jj+atrb+++=large
menu ^nn++++=menu
selection ^nn+nom+++=selection
with ^in++++=with
beer ^nn++++=beer,
, ^zz++++=EXTRAWORD
Lumberyard ^np+++??+=Lumberyard
is ^vbz+bez+vrb++=is
another ^ppls++++=another
good ^jj+atrb+++=good
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
Check ^nn++++=Check
out ^rp+pl+++=out
the ^ati++++=the
ale ^nn++++=Ale
trail ^nn++++=Trail
map ^nn++++=map
in ^in++++=in
the ^ati++++=the
visitor ^nn++++=visitor's
's ^vbz+bez+vrb++0=EXTRAWORD
center ^jjr++++=center.
. ^zz++++=EXTRAWORD
