Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in+strn+++=with?
? ^zz++++=EXTRAWORD
Parking ^nvbg+++xvbg+=Parking
downtown ^rn++++=downtown
is ^vbz+bez+vrb++=is
$ ^zz++++=$1/hour
1 ^zz++++=EXTRAWORD
for ^in++++=for
any ^dt++++=any
city ^nn++++=city-run
- ^zz++++=EXTRAWORD
run ^vb++++=EXTRAWORD
parking ^nvbg+++xvbg+=parking.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
also ^rb++++=also
a ^at++++=a
company ^nn++++=company
called ^vbd+++xvbn+=called
American ^nn+nom+++=American
Valet ^&fw++++=Valet
that ^dt+pdem+++=that
runs ^vbz++++=runs
a ^at++++=a
number ^nn++++=number
of ^in++++=of
the ^ati++++=the
parking ^jj+atrb++xvbg+=parking
lots ^nns++++=lots
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
charge ^nn++++=charge
$ ^zz++++=$2-3/hour.
2 ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
3 ^zz++++=EXTRAWORD
The ^ati++++=The
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
has ^vbz+hvz+vrb++=has
free ^jj+atrb+++=free
30 ^cd++++=30
minute ^jj++++=minute
parking ^jj+++xvbg+=parking
available ^jj++++=available
8 ^zz++++=8-5pm,
- ^zz++++=EXTRAWORD
5pm ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
free ^jj+pred+++=free
to ^to+jcmp+++=to
park ^vb++++=park
in ^cs+sub+++=in
that ^cs"++++=that
lot ^nn++++=lot
after ^in++++=after
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
definitely ^rb++++=definitely.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
most ^ql+emph+++=most
everything ^pn++++=everything
downtown ^rn++++=downtown
is ^vbz+bez+aux++=is
locally ^rb+pl+splt++=locally
owned ^vpsv++agls+xvbnx+=owned
and ^cc+phrs+++=and
operated ^vbd+++xvbn+=operated.
. ^zz++++=EXTRAWORD
Downtown ^np+++??+=Downtown
has ^vbz+hvz+aux++=has
managed ^vprf+++xvbnx+=managed
to ^to+vcmp+++=to
keep ^vbi++++=keep
much ^ap++++=much
of ^in++++=of
its ^pp$+it+++=its
historic ^jj+atrb+++=historic
buildings ^nns++++=buildings
intact ^jj++++=intact.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=You're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^jj+pred+++=welcome.
. ^zz++++=EXTRAWORD
