Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Mama ^npt++++=Mama
Burger ^np+++??+=Burger
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
for ^in++++=for
a ^at++++=a
more ^rbr++++=more
classic ^jj+atrb+++=classic
burger ^jjr+atrb+++=burger
place ^nn++++=place
with ^in++++=with
fries ^nns++++=fries
and ^cc++++=and
milkshakes ^nns+++??+=milkshakes.
. ^zz++++=EXTRAWORD
Mix ^vb++++=Mix
in ^in++++=in
Heritage ^nn+nom+++=Heritage
Square ^jj++++=Square
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
for ^in++++=for
making ^vbg+++xvbg+=making
own ^ap++++=own
salads ^nns++++=salads
for ^in++++=for
the ^ati++++=the
healthier ^jjr+atrb+++=healthier
route ^nn++++=route.
. ^zz++++=EXTRAWORD
