Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Lowell ^np+++??+=Lowell
is ^vbz+bez+vrb++=is
$ ^zz++++=$15,
15 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
can ^md+pos+++=can
also ^rb++++=also
return ^nn++++=return
at ^in++++=at
night ^nn++++=night
to ^to++++=to
do ^vbi++++=do
stargazing ^jj+++xvbg+=stargazing
with ^in++++=with
telescopes ^nns++++=telescopes
for ^in++++=for
same ^ap++++=same
one ^cd++++=one
day ^nn++++=day
admission ^nn++++=admission.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
$ ^zz++++=$2
2 ^zz++++=EXTRAWORD
off ^in+pl+++=off
coupons ^nns++++=coupons
inside ^in+pl+++=inside
the ^ati++++=the
visitor ^nn++++=visitor's
's ^vbz+bez+vrb++0=EXTRAWORD
center ^jjr++++=center
behind ^in+pl+++=behind
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
