Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Flagstaff ^np+++??+=Flagstaff
gots ^vbz+++??+=gots
its ^pp$+it+++=its
name ^nn++++=name
on ^in++++=on
the ^ati++++=the
centennial ^nn++++=centennial
on ^in++++=on
July ^nr++++=July
4 ^zz++++=4,
, ^zz++++=EXTRAWORD
1876 ^cd+date+++=1876.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
incorporated ^vpsv++agls+xvbnx+=incorporated
in ^in++++=in
1881 ^cd+date+++=1881.
. ^zz++++=EXTRAWORD
Pioneers ^nns+nom+++=Pioneers
raised ^vbd+++xvbn+=raised
a ^at++++=a
flag ^nn++++=flag
on ^in++++=on
a ^at++++=a
ponderosa ^nn++++=ponderosa
pine ^nn++++=pine
staff ^nn++++=staff
on ^in++++=on
independence ^nn+nom+++=Independence
day ^nn++++=Day.
. ^zz++++=EXTRAWORD
