Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help?
? ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
Curry ^nn++++=Curry
Kitchen ^nn++++=Kitchen
is ^vbz+bez+vrb++=is
a ^at++++=a
good ^jj+atrb+++=good
vegan ^nn++++=vegan
restaurant ^nn+nom+++=restaurant,
, ^zz++++=EXTRAWORD
10 ^cd++++=10
N ^zz++++=N
San ^np++++=San
Francisco ^np++++=Francisco
St ^npl++++=St,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
Whyld ^np+++??+=Whyld
Ass ^nn++++=Ass
Restaurant ^nn+nom+++=Restaurant
121 ^cd++++=121
E ^zz++++=E.
. ^zz++++=EXTRAWORD
Birch ^np+++??+=Birch
Ave ^np+++??+=Ave
( ^zz++++=(just
just ^rb+emph+++=EXTRAWORD
east ^np+pl+++=east
of ^in++++=of
San ^np++++=San
Francisco ^np++++=Francisco).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
lot ^nn++++=lot
of ^in++++=of
restaurants ^nns+nom+++=restaurants
offer ^nn++++=offer
vegetarian ^nn++++=vegetarian
options ^nns+nom+++=options,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
locally ^rb+pl+++=locally-made
- ^zz++++=EXTRAWORD
made ^xvbn+++xvbn+=EXTRAWORD
Tepa ^np+++??+=Tepa
vegetarian ^nn++++=vegetarian
burgers ^nns+nom+++=burgers.
. ^zz++++=EXTRAWORD
Thorpe ^np+++??+=Thorpe
Park ^nn++++=Park
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
closest ^jjt+atrb+++=closest
option ^nn++++=option
with ^in++++=with
playground ^nn++++=playground
equipment ^nn+nom+++=equipment.
. ^zz++++=EXTRAWORD
Santa ^&fw++++=Santa
Fe ^&fo++++=Fe
Ave ^np+++??+=Ave.
. ^zz++++=EXTRAWORD
& ^zz++++=&
thorpe ^np++++=Thorpe
park ^nn++++=Park
rd ^np++++=Rd.
. ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
towards ^in++++=towards
lowell ^np++++=Lowell
observatory ^np++++=Observatory.
. ^zz++++=EXTRAWORD
