Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
good ^jj+atrb+++=good
playground ^nn++++=playground
equipment ^nn+nom+++=equipment
at ^in++++=at
Thorpe ^np++++=Thorpe
Park ^nn++++=Park
and ^cc++++=and
Bushmaster ^np+nom++??+=Bushmaster
Park ^nn++++=Park.
. ^zz++++=EXTRAWORD
A ^at++++=A
short ^jj+atrb+++=short
easy ^jj+atrb+++=easy
hike ^nn+++??+=hike
at ^in++++=at
Buffalo ^np+++??+=Buffalo
Park ^nn++++=Park
also ^rb++++=also
has ^vbz+hvz+vrb++=has
activity ^nn+nom+++=activity
centers ^nns+nom+++=centers.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
kids ^nns++++=kids
activities ^nns+nom+++=activities
at ^in++++=at
Heritage ^nn+nom+++=Heritage
Square ^nn++++=Square
on ^in++++=on
Fridays ^nrs++++=Fridays
and ^cc++++=and
Saturdays ^nrs++++=Saturdays
starting ^vwbg+++xvbg+=starting
at ^in++++=at
4:30 ^cd++++=4:30
( ^zz++++=(movies
movies ^nns++++=EXTRAWORD
on ^in++++=on
saturdays ^nrs++++=Saturdays
after ^in++++=after
the ^ati++++=the
sun ^nn++++=sun
sets ^nns++++=sets)
) ^zz++++=EXTRAWORD
