Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
unfortunately ^rb+cnj+++=unfortunately,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
restrooms ^nns+++??+=restrooms
in ^in++++=in
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center
are ^vb+ber+vrb++=are
currently ^rb++++=currently
under ^in++++=under
renovation ^nn+nom+++=renovation.
. ^zz++++=EXTRAWORD
most ^ql+emph+++=most
restaurants ^nns+nom+++=restaurants
( ^zz++++=(like
like ^in++++=EXTRAWORD
lumberyard ^nn+++??+=lumberyard
across ^in+pl+++=across
the ^ati++++=the
tracks ^nns++++=tracks)
) ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
accommodating ^vbg+++xvbgx+=accommodating
and ^cc++++=and
will ^md+prd+++=will
let ^vb+++xvbn+=let
you ^pp2+pp2+++=you
use ^nn++++=use
that ^tht+rel+++=that
restroom ^nn+++??+=restroom.
. ^zz++++=EXTRAWORD
brix ^nn+++??+=brix
is ^vbz+bez+vrb++=is
on ^rp++++=on
n ^zz++++=n.
. ^zz++++=EXTRAWORD
san ^np++++=san
francisco ^np++++=francisco
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
hill ^nn++++=hill
on ^in++++=on
your ^pp$+pp2+++=your
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
actually ^rb+cnj+++=actually,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
limited ^vpsv++agls+xvbnx+=limited.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
guess ^vb++++=guess
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^ap++++=a
few ^ap"++++=few
spots ^vbz++++=spots
on ^in++++=on
rte ^nn+++??+=rte
66 ^cd++++=66
( ^zz++++=(on
on ^in++++=EXTRAWORD
the ^ati++++=the
north ^np+pl+++=north
side ^nn++++=side)
) ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
are ^vb+ber+vrb++=are
2 ^zz++++=2
hours ^nns++++=hours
free ^jj++++=free.
. ^zz++++=EXTRAWORD
otherwise ^rb+cnj+++=otherwise,
, ^zz++++=EXTRAWORD
parking ^nvbg+++xvbg+=parking
is ^vbz+bez+vrb++=is
$ ^zz++++=$1
1 ^zz++++=EXTRAWORD
an ^at++++=an
hour ^nn++++=hour
for ^in++++=for
most ^ql+emph+++=most
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
pay ^nn++++=pay
at ^rb++++=at
the ^ati++++=the
kiosk ^nn++++=kiosk
with ^in++++=with
your ^pp$+pp2+++=your
credit ^nn++++=credit
card ^nn++++=card
when ^wrb+who+++=when
you ^pp2+pp2+++=you
enter ^vb++++=enter
your ^pp$+pp2+++=your
license ^nn++++=license
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
