hello ^rb+dspt+++=hello.
. ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
visitor ^nn++++=visitor
center ^jjr++++=center
has ^vbz+hvz+vrb++=has
two ^cd++++=two
maps ^nns++++=maps
you ^pp2+pp2+++=you
can ^md+pos+++=can
pick ^vb++++=pick
up ^rp++++=up.
. ^zz++++=EXTRAWORD
the ^ati++++=the
discovery ^nn+nom+++=discovery
map ^nn++++=map
is ^vbz+bez+aux++=is
more ^rbr++splt++=more
geared ^vpsv++agls+xvbnx+=geared
toward ^in++++=toward
visitors ^nns++++=visitors
and ^cc++++=and
it ^pp3+it+++=it
highlights ^nns++++=highlights
the ^ati++++=the
attractions ^nns+nom+++=attractions.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
check ^vb+vprv+++=check
out ^rp+pl+++=out
the ^ati++++=the
map ^nn++++=map
produced ^vwbn+++xvbn+=produced
by ^in++++=by
the ^ati++++=the
chamber ^nn++++=chamber
of ^in++++=of
commerce ^nn++++=commerce
that ^tht+rel+subj++=that
shows ^vbz+vprv+++=shows
you ^pp2+pp2+++=you
all ^rb++++=all
the ^ati++++=the
streets ^nns++++=streets
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
more ^rbr++++=more
for ^in++++=for
relocation ^nn+nom+++=relocation.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
have ^vb+hv+vrb++=have
some ^dti++++=some
ones ^cd1s++++=ones
i ^pp1a+pp1+++=i
would ^md+prd+++=would
suggest ^vb+vpub+++=suggest!
! ^zz++++=EXTRAWORD
downtown ^rn++++=downtown
has ^vbz+hvz+aux++=has
managed ^vprf+++xvbnx+=managed
to ^to+vcmp+++=to
preserve ^vbi++++=preserve
more ^rbr++++=more
of ^in++++=of
the ^ati++++=the
route ^nn++++=route
66 ^cd++++=66
buildings ^nns++++=buildings
than ^in++++=than
further ^jjb++++=further
out ^rp+pl+++=out
in ^in++++=in
town ^nn++++=town.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
would ^md+prd+++=would
suggest ^vb+vpub+tht0++=suggest
you ^pp2+pp2+++=you
visit ^vb++++=visit
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
walking ^jj+atrb++xvbg+=walking
tour ^nn++++=tour
brochure ^nn++++=brochure
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
pick ^vb++++=pick
up ^rp++++=up
to ^to++++=to
see ^vbi+vprv+++=see
and ^cc+phrs+++=and
read ^vb+vprv++xvbn+=read
about ^rb++++=about
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
outside ^jjb++++=outside
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
visit ^vbi++++=visit
the ^ati++++=the
Museumc ^np+++??+=MuseumC
in ^in++++=in
east ^np+pl+++=east
flagstaff ^nn+++??+=flagstaff.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it
opened ^vbd+++xvbn+=opened
around ^rp++++=around
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
as ^in++++=as
route ^nn++++=route
66 ^cd++++=66
was ^vbd+bedz+aux++=was
founded ^vpsv++agls+xvbnx+=founded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
still ^jj+pred+++=still
country ^nn++++=country
music ^nn++++=music
playing ^vwbg+++xvbg+=playing
there ^rn+pl+++=there
today ^nr+tm+++=today.
. ^zz++++=EXTRAWORD
the ^ati++++=the
tunnels ^nns++++=tunnels
still ^rb++++=still
exist ^vb++++=exist.
. ^zz++++=EXTRAWORD
unfortunately ^rb++++=unfortunately
those ^dt+pdem+++=those
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
accessible ^jj++++=accessible
to ^in++++=to
the ^ati++++=the
public ^nn++++=public.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
our ^pp$+pp1+++=our
historian ^nn++++=historian,
, ^zz++++=EXTRAWORD
johnny ^np++++=johnny
anaya ^nn+++??+=anaya,
, ^zz++++=EXTRAWORD
tried ^vb+++xvbn+=tried
to ^to+vcmp+++=to
organize ^vbi++++=organize
a ^at++++=a
tour ^nn++++=tour
of ^in++++=of
them ^pp3o+pp3+++=them
a ^ap++++=a
few ^ap"++++=few
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
many ^ap++++=many
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
blocked ^vpsv++agls+xvbnx+=blocked
off ^in+pl+++=off
and ^cc++++=and
walled ^jj++++=walled
up ^rp++++=up.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
basement ^nn+nom+++=basement
of ^in++++=of
blendz ^nn+++??+=blendz,
, ^zz++++=EXTRAWORD
a ^at++++=a
wine ^nn++++=wine
bar ^nn++++=bar
on ^in++++=on
aspen ^vbd+++xvbn+=aspen
ave ^nn+++??+=ave,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
accesses ^nns+nom++??+=accesses
its ^pp$+it+++=its
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
tunnel ^nn++++=tunnel,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
open ^jj++++=open
to ^in++++=to
the ^ati++++=the
public ^nn++++=public.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
want ^vb++++=want
to ^to+vcmp+++=to
stop ^vbi++++=stop
in ^in++++=in
to ^to++++=to
ask ^vbi++++=ask,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though!
! ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
any ^dti++++=any
other ^ap++++=other
questions ^nns+nom+++=questions?
? ^zz++++=EXTRAWORD
ok ^rb+dspt+++=ok,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
hope ^nn++++=hope
you ^pp2+pp2+++=you
enjoy ^vb++++=enjoy
your ^pp$+pp2+++=your
day ^nn++++=day!
! ^zz++++=EXTRAWORD
