Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
lot ^nn++++=lot
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+vrb++=do
the ^ati++++=the
chairlift ^nn+++??+=chairlift,
, ^zz++++=EXTRAWORD
summer ^nn++++=summer
tubing ^nn++++=tubing,
, ^zz++++=EXTRAWORD
bungee ^nn++++=bungee
trampoline ^nn+++??+=trampoline,
, ^zz++++=EXTRAWORD
mini ^np++++=mini
ropes ^nns++++=ropes
course ^nn++++=course,
, ^zz++++=EXTRAWORD
treasure ^nn++++=treasure
panning ^vwbg+++xvbg+=panning,
, ^zz++++=EXTRAWORD
barrel ^nn++++=barrel
rolling ^vwbg+++xvbg+=rolling.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
believe ^vb+vprv+tht0++=believe
those ^dt+pdem+++=those
are ^vb+ber+vrb++=are
very ^ql+amp+++=very
good ^jj+atrb+++=good
activities ^nns+nom+++=activities
that ^tht+rel+subj++=that
will ^md+prd+++=will
entertain ^vb++++=entertain
your ^pp$+pp2+++=your
kids ^nns++++=kids.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
consider ^nn+nom+++=consider
the ^ati++++=the
height ^nn++++=height/weight
but ^cc++++=but
do ^vb+do+aux++=do
not ^xnot++not++=not
give ^vb++++=give
you ^pp2+pp2+++=you
specifics ^nns++++=specifics
on ^in++++=on
the ^ati++++=the
website ^nn++++=website.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i'd
had ^vbd+hvd+aux++=EXTRAWORD
call ^vb++++=call
( ^zz++++=(928)
928 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
779 ^cd++++=779-1951.
- ^zz++++=EXTRAWORD
1951. ^nn++++=EXTRAWORD
