hello ^rb+dspt+++=hello.
. ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
parking ^nvbg+++xvbg+=parking
downtown ^rn++++=downtown
is ^vbz+bez+vrb++=is
$ ^zz++++=$1/hour
1 ^zz++++=EXTRAWORD
for ^in++++=for
any ^dti++++=any
city ^nn++++=city-run
- ^zz++++=EXTRAWORD
run ^vb+++xvbn+=EXTRAWORD
parking ^nvbg+++xvbg+=parking.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
try ^vb++++=try
the ^ati++++=the
american ^jj++++=american
valet ^&fw++++=valet,
, ^zz++++=EXTRAWORD
a ^at++++=a
company ^nn++++=company
that ^tht+rel+subj++=that
runs ^vbz++++=runs
the ^ati++++=the
parking ^jj+atrb++xvbg+=parking
lots ^nns++++=lots
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
pay ^vb++++=pay
$ ^zz++++=$2-3/hour.
2 ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
3 ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
visitor ^nn++++=visitor
center ^jjr++++=center
has ^vbz+hvz+vrb++=has
free ^jj++++=free
30 ^cd++++=30
minute ^nn++++=minute
parking ^vwbg+++xvbg+=parking
available ^jj++++=available
8 ^zz++++=8-5pm.
- ^zz++++=EXTRAWORD
5pm ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
free ^jj+pred+++=free
to ^to+jcmp+++=to
park ^vb++++=park
there ^rn+pl+++=there
after ^in++++=after
those ^dt+dem+++=those
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
definitely ^rb++++=definitely.
. ^zz++++=EXTRAWORD
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
most ^ap+emph+++=most
everything ^pn++++=everything
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
in ^in++++=in
downtown ^rn++++=downtown
is ^vbz+bez+aux++=is
locally ^rb+pl+splt++=locally
owned ^vpsv++agls+xvbnx+=owned
and ^cc+phrs+++=and
operated ^vbd+++xvbn+=operated.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
managed ^vprf+++xvbnx+=managed
to ^to+vcmp+++=to
keep ^vbi++++=keep
much ^ap++++=much
of ^in++++=of
its ^pp$+it+++=its
historic ^jj+atrb+++=historic
buildings ^nns++++=buildings
intact ^jj++++=intact.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=You're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^jj+pred+++=welcome.
. ^zz++++=EXTRAWORD
