Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
alright ^rb+dspt++??+=alright,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
many ^ap++++=many
tent ^nn++++=tent-only
- ^zz++++=EXTRAWORD
only ^rb+down+++=EXTRAWORD
campgrounds ^nns+++??+=campgrounds
just ^rb+emph+++=just
opened ^xvbn+++xvbn+=opened
today ^nr+tm+++=today
in ^in++++=in
the ^ati++++=the
coconino ^np++++=coconino
national ^jj+atrb+++=national
forest ^nn++++=forest
( ^zz++++=(the
the ^ati++++=EXTRAWORD
closest ^jjt+atrb+++=closest
one ^cd1++++=one).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
not ^xnot++not++=not
all ^rb++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
are ^vb+ber+aux++=are
opened ^vpsv++agls+xvbnx+=opened
just ^rb+emph+++=just
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
guess ^vb++++=guess
i ^pp1a+pp1+++0=i'd
'd ^md+prd+aux++=EXTRAWORD
call ^vb++++=call
coconino ^np++++=coconino
national ^jj+atrb+++=national
forest ^nn++++=forest
( ^zz++++=(928)
928 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
527 ^cd++++=527-3600
- ^zz++++=EXTRAWORD
3600 ^cd++++=EXTRAWORD
and ^cc++++=and
ask ^vb++++=ask
which ^whp+who+++=which
campgrounds ^nns+++??+=campgrounds
are ^vb+ber+vrb++=are
open ^jj+pred+++=open
and ^cc+cls+++=and
whether ^cs+who+++=whether
pets ^nns++++=pets
are ^vb+ber+aux++=are
allowed ^vpsv++agls+xvbnx+=allowed.
. ^zz++++=EXTRAWORD
private ^jj+atrb+++=private
campgrounds ^nns+++??+=campgrounds
in ^in++++=in
flagstaff ^nn+++??+=flagstaff
will ^md+prd+++=will
have ^vb+hv+vrb++=have
a ^at++++=a
mix ^nn++++=mix
of ^in++++=of
rv ^nn+++??+=rv
and ^cc++++=and
tent ^nn++++=tent
sites ^nns++++=sites.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
hope ^vb++++=hope
that ^tht+vcmp+++=that
helps ^vbz++++=helps
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
