Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Flagstaff ^np+++??+=Flagstaff
gots ^vbz+++??+=gots
its ^pp$+it+++=its
name ^nn++++=name
on ^in++++=on
the ^ati++++=the
centennial ^nn++++=centennial
on ^in++++=on
July ^nr++++=July
4 ^zz++++=4,
, ^zz++++=EXTRAWORD
1876 ^cd+date+++=1876.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
incorporated ^vpsv++agls+xvbnx+=incorporated
in ^in++++=in
1881 ^cd+date+++=1881.
. ^zz++++=EXTRAWORD
pioneers ^nns+nom+++=pioneers
raised ^vbd+++xvbn+=raised
a ^at++++=a
flag ^nn++++=flag
on ^in++++=on
a ^at++++=a
ponderosa ^nn++++=ponderosa
pine ^nn++++=pine
staff ^nn++++=staff
to ^to++++=to
celebrate ^nn+nom+++=celebrate
the ^ati++++=the
independence ^nn+nom+++=independence
day ^nn++++=day.
. ^zz++++=EXTRAWORD
