Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=aren't
n't ^xnot++not++0=EXTRAWORD
allowed ^vbd+++xvbn+=allowed
on ^in++++=on
the ^ati++++=the
trails ^nns++++=trails.
. ^zz++++=EXTRAWORD
most ^ql+emph+++=most
trails ^nns++++=trails
are ^vb+ber+vrb++=are
short ^jj+pred+++=short
( ^zz++++=(0.25
0.25 ^nn+++??+=EXTRAWORD
miles ^nns++++=miles
or ^cc++++=or
so ^ql++++=so)
) ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
native ^jj+atrb+++=native
american ^jj+atrb+++=american
dwellings ^nns+nom+++=dwellings.
. ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
two ^cd++++=two
people ^nns++++=people,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
take ^vb++++=take
turns ^nns++++=turns.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
heard ^vbd+vprv++xvbnx+=heard
that ^tht+vcmp+++=that
the ^ati++++=the
anasazi ^nn+++??+=anasazi
are ^vb+ber+aux++=are
reported ^vpsv++agls+xvbnx+=reported
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
lived ^vprf+++xvbnx+=lived
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
1100 ^cd++++=1100
time ^nn++++=time
period ^nn++++=period.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
tribe ^nn++++=tribe
still ^rb+atrb+++=still
existent ^jj++++=existent.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^ap++++=a
few ^ap"++++=few
national ^jj+atrb+++=national
forest ^nn++++=forest
campgrounds ^nns+++??+=campgrounds
between ^in++++=between
Sunsetc ^np+++??+=SunsetC
and ^cc++++=and
wupatki ^nn+++??+=wupatki.
. ^zz++++=EXTRAWORD
bonito ^nn+++??+=bonito
campground ^nn+++??+=campground
is ^vbz+bez+vrb++=is
one ^cd1++++=one
choice ^nn++++=choice
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
daisy ^nn++++=daisy
springs ^nns++++=springs
is ^vbz+bez+vrb++=is
another ^dt++++=another.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
more ^rbr++++=more
on ^in++++=on
the ^ati++++=the
primitive ^jj+atrb+++=primitive
side ^nn++++=side.
. ^zz++++=EXTRAWORD
