hello ^rb+dspt+++=hello.
. ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
i ^pp1a+pp1+++=i
help ^vb++++=help
you ^pp2+pp2+++=you
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
would ^md+prd+++=would
probably ^rb++++=probably
not ^xnot++not++=not
be ^vb+be+vrb++=be
the ^ati++++=the
place ^nn++++=place
to ^to++++=to
go ^vbi++++=go
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
claustrophobic ^jj+pred+++=claustrophobic
as ^in++++=as
the ^ati++++=the
canyon ^nn++++=canyon
walls ^nns++++=walls
are ^vb+ber+vrb++=are
really ^rb+emph+++=really
narrow ^jj+pred+++=narrow.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
leave ^vb++++=leave
instantly ^rb+tm+++=instantly
on ^in++++=on
your ^pp$+pp2+++=your
own ^ap++++=own
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
get ^vb++++=get
uncomfortable ^jj++++=uncomfortable
you ^pp2+pp2+++=you
must ^md+nec+++=must
stay ^vb++++=stay
with ^in++++=with
your ^pp$+pp2+++=your
guide ^nn++++=guide.
. ^zz++++=EXTRAWORD
