Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
received ^vbd+++xvbn+=received
its ^pp$+it+++=its
name ^nn++++=name
in ^in++++=in
1876 ^cd+date+++=1876
when ^wrb+who+++=when
a ^at++++=a
group ^nn++++=group
raised ^vbd+++xvbn+=raised
a ^at++++=a
flag ^nn++++=flag
on ^in++++=on
a ^at++++=a
pine ^nn++++=pine
staff ^nn++++=staff
to ^to++++=to
celebrate ^nn+nom+++=celebrate
Independence ^nn+nom+++=Independence
Day ^nn++++=Day.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
incorporated ^vpsv++agls+xvbnx+=incorporated
in ^in++++=in
1881 ^cd+date+++=1881
our ^pp$+pp1+++=our
city ^nn++++=city
has ^vbz+hvz+vrb++=has
about ^in++++=about
70,000 ^cd++++=70,000
residents ^nns++++=residents
i ^pp1a+pp1+++=i'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
find ^vb+vprv+++=find
this ^dt+dem+++=this
number ^nn++++=number.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
receive ^vb++++=receive
visitors ^nns++++=visitors
year ^nn++++=year
round ^nn++++=round
for ^in++++=for
all ^abn++++=all
seasons ^nns++++=seasons
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
