Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
think ^vb+vprv+++=think
mama ^npt++++=mama
burger ^jjr++++=burger
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
when ^wrb+who+++=when
you ^pp2+pp2+++=you
want ^vb++++=want
a ^at++++=a
burger ^jjr+atrb+++=burger
place ^nn++++=place
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
classic ^nn++++=classic
with ^in++++=with
fries ^nns++++=fries
and ^cc++++=and
milkshakes ^nns+++??+=milkshakes.
. ^zz++++=EXTRAWORD
mix ^vb++++=mix
in ^in++++=in
heritage ^nn+nom+++=heritage
square ^nn++++=square
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
to ^to+jcmp+++=to
make ^vbi++++=make
your ^pp$+pp2+++=your
own ^ap++++=own
salad ^nn++++=salad
when ^wrb+who+++=when
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
take ^vb++++=take
the ^ati++++=the
healthier ^jjr+atrb+++=healthier
route ^nn++++=route.
. ^zz++++=EXTRAWORD
