hello ^rb+dspt+++=hello.
. ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
i ^pp1a+pp1+++=i
help ^vb++++=help
you ^pp2+pp2+++=you
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
unfortunately ^rb+cnj+++=unfortunately,
, ^zz++++=EXTRAWORD
those ^dt+pdem+++=those
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
accessible ^jj++++=accessible.
. ^zz++++=EXTRAWORD
the ^ati++++=the
tunnels ^nns++++=tunnels
are ^vb+ber+vrb++=are
now ^rn+tm+++=now
the ^ati++++=the
basements ^nns+nom+++=basements
of ^in++++=of
the ^ati++++=the
downtown ^rn++++=downtown
buildings ^nns++++=buildings,
, ^zz++++=EXTRAWORD
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
connections ^nns+nom+++=connections
not ^xnot++not++=not
longer ^rbr++++=longer
exist ^vb++++=exist.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
created ^vpsv++agls+xvbnx+=created
to ^in++++=to
heat ^nn++++=heat
the ^ati++++=the
buildings ^nns++++=buildings
downtown ^rn++++=downtown.
. ^zz++++=EXTRAWORD
the ^ati++++=the
chinese ^jj+atrb+++=chinese
connection ^nn+nom+++=connection
come ^vb++++=come
in ^cs+sub+++=in
that ^cs"++++=that
during ^in++++=during
the ^ati++++=the
second ^od++++=second
world ^nn++++=world
war ^nn++++=war
asian ^jj+atrb+++=asian
americans ^nns+nom+++=americans
hid ^vbd+++xvbn+=hid
in ^in++++=in
them ^pp3o+pp3+++=them
to ^to++++=to
escape ^vbi++++=escape
persecution ^nn+nom+++=persecution.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
welcome ^jj+pred+++=welcome
and ^cc++++=and
certainly ^rb+cnj+++=certainly,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i'd
had ^vb+hv+vrb++=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
see ^vb+vprv+++=see
them ^pp3o+pp3+++=them
too ^ql++++=too!
! ^zz++++=EXTRAWORD
