Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
private ^jj+atrb+++=private
rafting ^jj+atrb++xvbg+=rafting
guides ^nns++++=guides
that ^tht+rel+subj++=that
go ^vb++++=go
through ^in++++=through
the ^ati++++=the
Grandc ^np+++??+=GrandC,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
need ^vb++++=need
to ^to+vcmp+++=to
book ^vb++++=book
them ^pp3o+pp3+++=them
out ^rp+pl+++=out
years ^nns++++=years
beforehand ^rb++++=beforehand.
. ^zz++++=EXTRAWORD
unfortunately ^rb+cnj+++=unfortunately,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
bring ^vb++++=bring
your ^pp$+pp2+++=your
personal ^jj+atrb+++=personal
kayak ^nn+++??+=kayak
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
flagstaff ^nn+++??+=flagstaff
extreme ^nn++++=extreme
at ^rb++++=at
the ^ati++++=the
ft ^nnu++++=ft.
. ^zz++++=EXTRAWORD
tuthill ^nn+++??+=tuthill
park ^npl++++=park
has ^vbz+hvz+vrb++=has
an ^at++++=an
adventure ^nn++++=adventure
course ^nn++++=course.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
do ^vb+do+vrb++=do
a ^at++++=a
half ^abn++++=half
day ^nn++++=day
river ^nn++++=river
trip ^nn++++=trip
from ^in++++=from
page ^nn++++=page,
, ^zz++++=EXTRAWORD
az ^nn+++??+=az
relatively ^rb++++=relatively
easily ^rb++++=easily.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
$ ^zz++++=$100
100 ^cd++++=EXTRAWORD
< ^zz++++=<<link>>
< ^zz++++=EXTRAWORD
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
> ^zz++++=EXTRAWORD
the ^ati++++=the
flagstaff ^nn+++??+=flagstaff
extreme ^nn++++=extreme
is ^vbz+bez+vrb++=is
$ ^zz++++=$52.
52 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
would ^md+prd+++=would
grab ^vb++++=grab
a ^at++++=a
pamphlet ^nn+nom+++=pamphlet
inside ^in+pl+++=inside
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center.
. ^zz++++=EXTRAWORD
