Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
i ^pp1a+pp1+++=i
help ^vb++++=help
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
a ^at++++=a
guide ^nn++++=guide
must ^md+nec+++=must
accompany ^vb++++=accompany
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
drive ^vb++++=drive
up ^rp++++=up
and ^cc++++=and
get ^vb++++=get
on ^in++++=on
a ^at++++=a
tour ^nn++++=tour
at ^in++++=at
lower ^jjr+atrb+++=lower
antcanyon ^nn+++??+=antcanyon.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
$ ^zz++++=$50.
50 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
the ^ati++++=the
Upperant ^np+nom++??+=UpperAnt
tours ^nns++++=tours
usually ^rb+down+++=usually
drive ^vb++++=drive
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
location ^nn+nom+++=location
on ^in++++=on
jeeps ^nns++++=jeeps.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
i ^pp1a+pp1+++=i
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
entirely ^rb+amp+++=entirely
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
lower ^jjr+atrb+++=lower
canyon ^nn++++=canyon
is ^vbz+bez+vrb++=is
$ ^zz++++=$10
10 ^cd++++=EXTRAWORD
cheaper ^jjr++++=cheaper,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
more ^ql++++=more
stairs ^nns++++=stairs
involved ^vbd+++xvbn+=involved,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
4 ^zz++++=4
year ^nn++++=year
old ^jj++++=old
might ^md+pos+++=might
find ^vb+vprv+++=find
tough ^jj++++=tough.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
guess ^vb++++=guess
the ^ati++++=the
jeep ^nn++++=jeep
tour ^nn++++=tour
to ^in++++=to
upperant ^np+nom+++=UpperAnt
might ^md+pos+++=might
be ^vb+be+vrb++=be
fun ^nn++++=fun
for ^in++++=for
both ^abx++++=both.
. ^zz++++=EXTRAWORD
