Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
have ^vb+hv+vrb++=have
options ^nns+nom+++=options
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
karma ^nn+++??+=karma
sushi ^nn+++??+=sushi
is ^vbz+bez+vrb++=is
on ^in++++=on
route ^nn++++=route
66 ^cd++++=66
across ^in+pl+++=across
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center.
. ^zz++++=EXTRAWORD
the ^ati++++=the
lotus ^nn++++=lotus
lounge ^nn++++=lounge
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
north ^nr+pl+++=north
on ^in++++=on
san ^np++++=san
francisco ^np++++=francisco
st ^npl++++=st.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
are ^vb+ber+vrb++=EXTRAWORD
welcome ^jj+atrb+++=welcome
