hello ^rb+dspt+++=hello.
. ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
your ^pp$+pp2+++=your
interests ^nns++++=interests?
? ^zz++++=EXTRAWORD
history ^nn++++=history,
, ^zz++++=EXTRAWORD
museums ^nns++++=museums,
, ^zz++++=EXTRAWORD
outdoors ^nns+pl+++=outdoors,
, ^zz++++=EXTRAWORD
shopping ^nvbg+++xvbg+=shopping,
, ^zz++++=EXTRAWORD
monuments ^nns+nom+++=monuments,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc?
? ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
two ^cd++++=two
museums ^nns++++=museums
north ^nr+pl+++=north
on ^in++++=on
180 ^cd++++=180
from ^in++++=from
downtown ^rn++++=downtown.
. ^zz++++=EXTRAWORD
the ^ati++++=the
pioneer ^nn+nom+++=pioneer
museum ^nn++++=museum
is ^vbz+bez+vrb++=is
about ^in++++=about
the ^ati++++=the
founding ^nn++++=founding
of ^in++++=of
flagstaff ^nn+++??+=flagstaff.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
museum ^nn++++=museum
of ^in++++=of
Northernaz ^np+++??+=NorthernAZ,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
tells ^vbz++++=tells
you ^pp2+pp2+++=you
about ^in++++=about
native ^jj+atrb+++=native
american ^jj+atrb+++=american
history ^nn++++=history
and ^cc++++=and
geology ^nn++++=geology.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
also ^rb++++=also
have ^vb+hv+vrb++=have
three ^cd++++=three
national ^jj+atrb+++=national
monuments ^nns+nom+++=monuments
. ^zz++++=.
walnutc ^nn+++??+=walnutc
is ^vbz+bez+vrb++=is
15 ^cd++++=15
minutes ^nns++++=minutes
east ^np+pl+++=east
on ^in++++=on
40 ^cd++++=40,
, ^zz++++=EXTRAWORD
Sunsetc ^np+++??+=SunsetC
volcano ^nn++++=volcano
is ^vbz+bez+vrb++=is
30 ^cd++++=30
minutes ^nns++++=minutes
north ^nr+pl+++=north
on ^in++++=on
89 ^cd++++=89.
. ^zz++++=EXTRAWORD
the ^ati++++=the
wupatki ^nn+++??+=wupatki
pueblo ^nn++++=pueblo
ruins ^nns++++=ruins
are ^vb+ber+vrb++=are
just ^rb+emph+++=just
another ^dt++++=another
15 ^cd++++=15-20
- ^zz++++=EXTRAWORD
20 ^cd++++=EXTRAWORD
minutes ^nns++++=minutes
after ^in++++=after
the ^ati++++=the
volcano ^nn++++=volcano.
. ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did!
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
see ^vb+vprv+++=see
a ^ap++++=a
few ^ap"++++=few
ruins ^nns++++=ruins
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
the ^ati++++=the
largest ^jjt+atrb+++=largest
one ^cd1++++=one
had ^vb+hv+vrb++=had
about ^in++++=about
100 ^cd++++=100
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
researchers ^nns+nom+++=researchers
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
it ^pp3+it+++=it
