Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
upper ^jjb+atrb+++=upper
antcanyon ^nn+++??+=antcanyon
tours ^nns++++=tours
do ^vb+do+aux++=do
not ^xnot++not++=not
have ^vb+hv+vrb++=have
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
do ^vb+do+aux++=do
take ^vb++++=take
you ^pp2+pp2+++=you
there ^rn+pl+++=there
on ^rp++++=on
a ^at++++=a
jeep ^nn++++=jeep
tour ^nn++++=tour,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
once ^cs+tm+++=once
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
there ^rn+pl+++=there
you ^pp2+pp2+++=you
can ^md+pos+++=can
walk ^vb++++=walk
with ^in++++=with
the ^ati++++=the
guide ^nn++++=guide
without ^in++++=without
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Lowerant ^np+nom++??+=LowerAnt
does ^vbz+doz+aux++=does
have ^vb+hv+vrb++=have
stairs ^nns++++=stairs
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
have ^md"++pmd"++=have
to ^md+nec+++=to
climb ^vb++++=climb.
. ^zz++++=EXTRAWORD
Upperant ^np+nom++??+=UpperAnt
will ^md+prd+++=will
typically ^rb++++=typically
cost ^nn++++=cost
$ ^zz++++=$60.
60 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
inside ^jjb++++=inside
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
listing ^nn++++=listing
of ^in++++=of
the ^ati++++=the
antelopecanyon ^nn++++=antelopecanyon
tours ^nns++++=tours
you ^pp2+pp2+++=you
may ^md+pos+++=may
want ^vb++++=want
to ^to+vcmp+++=to
pick ^vb++++=pick
up ^rp++++=up
. ^zz++++=.
