Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
does ^vbz+doz+vrb++=does
your ^pp$+pp2+++=your
family ^nn++++=family
enjoy ^vb++++=enjoy
outdoor ^jjb+atrb+++=outdoor
fun ^nn++++=fun,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
hiking ^nn++++=hiking?
? ^zz++++=EXTRAWORD
the ^ati++++=the
Lowellobs ^np+++??+=LowellObs
has ^vbz+hvz+vrb++=has
exhibits ^nns++++=exhibits
all ^abn++++=all
ages ^nns++++=ages
enjoy ^vb++++=enjoy.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
visit ^vb++++=visit
the ^ati++++=the
exhibits ^nns++++=exhibits
during ^in++++=during
the ^ati++++=the
day ^nn++++=day
and ^cc++++=and
come ^vb++++=come
back ^jjb++++=back
later ^rbr+tm+++=later
for ^in++++=for
the ^ati++++=the
same ^ap++++=same
price ^nn++++=price.
. ^zz++++=EXTRAWORD
on ^in++++=on
weekends ^nns++++=weekends,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
also ^rb++++=also
have ^vb+hv+vrb++=have
music ^nn++++=music,
, ^zz++++=EXTRAWORD
family ^nn++++=family
movies ^nns++++=movies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
activities ^nns+nom+++=activities
that ^tht+rel+subj++=that
would ^md+prd+++=would
entertain ^vb++++=entertain
your ^pp$+pp2+++=your
children ^nns++++=children
at ^rb++++=at
heritage ^nn+nom+++=heritage
square ^nn++++=square
starting ^vwbg+++xvbg+=starting
at ^rb++++=at
4:30 ^cd++++=4:30
when ^wrb+who+++=when
the ^ati++++=the
sun ^nn++++=sun
goes ^vbz++++=goes
down ^rp++++=down,
, ^zz++++=EXTRAWORD
astronomers ^nns+nom+++=astronomers
gear ^nn++++=gear
the ^ati++++=the
telescopes ^nns++++=telescopes.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
believe ^vb+vprv+tht0++=believe
they ^pp3a+pp3+++=they
close ^jj++++=close
late ^jj++++=late
at ^rb++++=at
10 ^cd++++=10
pm ^nn+++??+=pm.
. ^zz++++=EXTRAWORD
the ^ati++++=the
tours ^nns++++=tours
are ^vb+ber+vrb++=are
usually ^rb+down+++=usually
an ^at++++=an
hour ^nn++++=hour
and ^cc++++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
several ^ap++++=several
throughout ^in++++=throughout
the ^ati++++=the
day ^nn++++=day
and ^cc++++=and
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center
has ^vbz+hvz+vrb++=has
a ^at++++=a
brochure ^nn++++=brochure
that ^tht+rel+subj++=that
gives ^vbz++++=gives
you ^pp2+pp2+++=you
a ^at++++=a
sample ^nn++++=sample
of ^in++++=of
the ^ati++++=the
daytime ^nn++++=daytime
exhibits ^nns++++=exhibits.
. ^zz++++=EXTRAWORD
