hello ^rb+dspt+++=hello.
. ^zz++++=EXTRAWORD
some ^dti++++=some
options ^nns+nom+++=options
in ^in++++=in
sedona ^nn+++??+=sedona
are ^vb+ber+vrb++=are
grasshopper ^nn+nom+++=grasshopper
point ^nn++++=point,
, ^zz++++=EXTRAWORD
chapel ^nn++++=chapel
of ^in++++=of
the ^ati++++=the
holy ^jj+atrb+++=holy
cross ^nn++++=cross
has ^vbz+hvz+vrb++=has
a ^at++++=a
view ^nn++++=view
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
enjoy ^vb++++=enjoy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
trails ^nns++++=trails
near ^in+pl+++=near
courthouse ^nn+++??+=courthouse
butte ^nn+++??+=butte
and ^cc++++=and
castle ^nn++++=castle
rock ^npl++++=rock.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
very ^ql+amp+++=very
full ^jj+atrb+++=full
day ^nn++++=day,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+vrb++=do
most ^ap+emph+++=most
everything ^pn++++=everything
all ^abn++++=all
in ^in++++=in
one ^cd1++++=one
day ^nn++++=day.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
would ^md+prd+++=would
go ^vb++++=go
on ^in++++=on
one ^cd1++++=one
hike ^nn+++??+=hike,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
to ^to++++=to
really ^rb+emph+splt++=really
get ^vbi++++=get
a ^at++++=a
feel ^nn++++=feel
for ^in++++=for
the ^ati++++=the
area ^nn++++=area.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
very ^ql+amp+++=very
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
