Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
try ^vb++++=try
the ^ati++++=the
canyon ^nn++++=canyon
vista ^nn++++=vista
campground ^nn+++??+=campground
on ^in++++=on
Lakem ^np+++??+=LakeM
rd ^npl++++=rd.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
campground ^nn++++=campground
and ^cc++++=and
takes ^vbz++++=takes
you ^pp2+pp2+++=you
through ^in++++=through
ponderosa ^nn++++=ponderosa
pines ^nns++++=pines.
. ^zz++++=EXTRAWORD
