Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
lowell ^nn+++??+=lowell
is ^vbz+bez+vrb++=is
$ ^zz++++=$15.
15 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
return ^vb++++=return
later ^rbr+tm+++=later
to ^to++++=to
do ^vbi++++=do
stargazing ^jj+++xvbg+=stargazing
with ^in++++=with
telescopes ^nns++++=telescopes
for ^in++++=for
same ^ap++++=same
admission ^nn++++=admission.
. ^zz++++=EXTRAWORD
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center
has ^vbz+hvz+vrb++=has
$ ^zz++++=$2
2 ^zz++++=EXTRAWORD
off ^in+pl+++=off
coupons ^nns++++=coupons
you ^pp2+pp2+++=you
can ^md+pos+++=can
get ^vb++++=get
. ^zz++++=.
